
=== Confidence Scores for ADASYN ===
Sample 3306: Avg Confidence = 1.7182
Sample 3307: Avg Confidence = 2.9951
Sample 3308: Avg Confidence = 2.4822
Sample 3309: Avg Confidence = 1.1014
Sample 3310: Avg Confidence = 3.2516
Sample 3311: Avg Confidence = 7.7418
Sample 3312: Avg Confidence = 1.5994
Sample 3313: Avg Confidence = 0.9478
Sample 3314: Avg Confidence = 1.5909
Sample 3315: Avg Confidence = 3.9462
Sample 3316: Avg Confidence = 2.5274
Sample 3317: Avg Confidence = 1.2194
Sample 3318: Avg Confidence = 1.8369
Sample 3319: Avg Confidence = 3.1035
Sample 3320: Avg Confidence = 1.7614
Sample 3321: Avg Confidence = 2.5978
Sample 3322: Avg Confidence = 2.7338
Sample 3323: Avg Confidence = 0.8034
Sample 3324: Avg Confidence = 4.3649
Sample 3325: Avg Confidence = 3.1087
Sample 3326: Avg Confidence = 2.3651
Sample 3327: Avg Confidence = 3.0324
Sample 3328: Avg Confidence = 1.9905
Sample 3329: Avg Confidence = 1.1731
Sample 3330: Avg Confidence = 4.3712
Sample 3331: Avg Confidence = 2.6606
Sample 3332: Avg Confidence = 4.1099
Sample 3333: Avg Confidence = 3.2115
Sample 3334: Avg Confidence = 2.8480
Sample 3335: Avg Confidence = 4.1348
Sample 3336: Avg Confidence = 1.9450
Sample 3337: Avg Confidence = 3.1413
Sample 3338: Avg Confidence = 3.2579
Sample 3339: Avg Confidence = 1.5616
Sample 3340: Avg Confidence = 2.9873
Sample 3341: Avg Confidence = 1.7396
Sample 3342: Avg Confidence = 1.0527
Sample 3343: Avg Confidence = 2.3215
Sample 3344: Avg Confidence = 3.2404
Sample 3345: Avg Confidence = 4.9794
Sample 3346: Avg Confidence = 4.2231
Sample 3347: Avg Confidence = 2.5885
Sample 3348: Avg Confidence = 2.5199
Sample 3349: Avg Confidence = 3.9302
Sample 3350: Avg Confidence = 1.2711
Sample 3351: Avg Confidence = 1.5693
Sample 3352: Avg Confidence = 1.9541
Sample 3353: Avg Confidence = 2.6554
Sample 3354: Avg Confidence = 2.5027
Sample 3355: Avg Confidence = 3.8409
Sample 3356: Avg Confidence = 5.1839
Sample 3357: Avg Confidence = 2.4278
Sample 3358: Avg Confidence = 2.4044
Sample 3359: Avg Confidence = 1.9748
Sample 3360: Avg Confidence = 3.5931
Sample 3361: Avg Confidence = 2.3215
Sample 3362: Avg Confidence = 3.9315
Sample 3363: Avg Confidence = 4.4672
Sample 3364: Avg Confidence = 1.1679
Sample 3365: Avg Confidence = 1.5683
Sample 3366: Avg Confidence = 3.1982
Sample 3367: Avg Confidence = 2.8767
Sample 3368: Avg Confidence = 3.6112
Sample 3369: Avg Confidence = 3.8201
Sample 3370: Avg Confidence = 2.6414
Sample 3371: Avg Confidence = 2.7244
Sample 3372: Avg Confidence = 4.4703
Sample 3373: Avg Confidence = 1.7337
Sample 3374: Avg Confidence = 3.6220
Sample 3375: Avg Confidence = 1.2070
Sample 3376: Avg Confidence = 2.7017
Sample 3377: Avg Confidence = 1.5947
Sample 3378: Avg Confidence = 1.9075
Sample 3379: Avg Confidence = 1.1512
Sample 3380: Avg Confidence = 1.1900
Sample 3381: Avg Confidence = 2.7693
Sample 3382: Avg Confidence = 2.4798
Sample 3383: Avg Confidence = 2.2393
Sample 3384: Avg Confidence = 3.2660
Sample 3385: Avg Confidence = 5.8270
Sample 3386: Avg Confidence = 2.6152
Sample 3387: Avg Confidence = 2.1687
Sample 3388: Avg Confidence = 2.2072
Sample 3389: Avg Confidence = 3.1383
Sample 3390: Avg Confidence = 3.3976
Sample 3391: Avg Confidence = 2.9683
Sample 3392: Avg Confidence = 2.6148
Sample 3393: Avg Confidence = 1.9459
Sample 3394: Avg Confidence = 1.2514
Sample 3395: Avg Confidence = 5.3605
Sample 3396: Avg Confidence = 5.0713
Sample 3397: Avg Confidence = 3.8288
Sample 3398: Avg Confidence = 2.1545
Sample 3399: Avg Confidence = 2.7763
Sample 3400: Avg Confidence = 3.5184
Sample 3401: Avg Confidence = 2.2259
Sample 3402: Avg Confidence = 2.6685
Sample 3403: Avg Confidence = 2.2730
Sample 3404: Avg Confidence = 2.2428
Sample 3405: Avg Confidence = 1.5717
Sample 3406: Avg Confidence = 2.8982
Sample 3407: Avg Confidence = 2.9415
Sample 3408: Avg Confidence = 2.0635
Sample 3409: Avg Confidence = 3.7780
Sample 3410: Avg Confidence = 2.6757
Sample 3411: Avg Confidence = 1.4801
Sample 3412: Avg Confidence = 1.8620
Sample 3413: Avg Confidence = 4.3662
Sample 3414: Avg Confidence = 2.6492
Sample 3415: Avg Confidence = 2.4661
Sample 3416: Avg Confidence = 4.6100
Sample 3417: Avg Confidence = 2.1646
Sample 3418: Avg Confidence = 3.7816
Sample 3419: Avg Confidence = 3.4287
Sample 3420: Avg Confidence = 1.7476
Sample 3421: Avg Confidence = 2.5957
Sample 3422: Avg Confidence = 2.0137
Sample 3423: Avg Confidence = 2.6205
Sample 3424: Avg Confidence = 1.0752
Sample 3425: Avg Confidence = 0.6102
Sample 3426: Avg Confidence = 2.7694
Sample 3427: Avg Confidence = 3.3015
Sample 3428: Avg Confidence = 3.7771
Sample 3429: Avg Confidence = 1.8450
Sample 3430: Avg Confidence = 0.6553
Sample 3431: Avg Confidence = 4.0703
Sample 3432: Avg Confidence = 6.0042
Sample 3433: Avg Confidence = 6.4598
Sample 3434: Avg Confidence = 3.0674
Sample 3435: Avg Confidence = 2.7816
Sample 3436: Avg Confidence = 1.8334
Sample 3437: Avg Confidence = 1.2552
Sample 3438: Avg Confidence = 1.8029
Sample 3439: Avg Confidence = 2.8153
Sample 3440: Avg Confidence = 2.6246
Sample 3441: Avg Confidence = 3.8988
Sample 3442: Avg Confidence = 2.2513
Sample 3443: Avg Confidence = 2.3548
Sample 3444: Avg Confidence = 1.1743
Sample 3445: Avg Confidence = 3.0693
Sample 3446: Avg Confidence = 4.3351
Sample 3447: Avg Confidence = 2.5872
Sample 3448: Avg Confidence = 1.3324
Sample 3449: Avg Confidence = 2.0638
Sample 3450: Avg Confidence = 5.3224
Sample 3451: Avg Confidence = 1.5182
Sample 3452: Avg Confidence = 2.3444
Sample 3453: Avg Confidence = 2.1243
Sample 3454: Avg Confidence = 3.1952
Sample 3455: Avg Confidence = 3.7227
Sample 3456: Avg Confidence = 2.7151
Sample 3457: Avg Confidence = 2.1494
Sample 3458: Avg Confidence = 2.4558
Sample 3459: Avg Confidence = 0.9351
Sample 3460: Avg Confidence = 2.0633
Sample 3461: Avg Confidence = 2.6977
Sample 3462: Avg Confidence = 1.0091
Sample 3463: Avg Confidence = 1.2287
Sample 3464: Avg Confidence = 3.6656
Sample 3465: Avg Confidence = 2.4491
Sample 3466: Avg Confidence = 3.2281
Sample 3467: Avg Confidence = 1.8966
Sample 3468: Avg Confidence = 2.2371
Sample 3469: Avg Confidence = 1.7768
Sample 3470: Avg Confidence = 1.7806
Sample 3471: Avg Confidence = 3.1320
Sample 3472: Avg Confidence = 1.6204
Sample 3473: Avg Confidence = 2.9768
Sample 3474: Avg Confidence = 3.3221
Sample 3475: Avg Confidence = 3.8283
Sample 3476: Avg Confidence = 1.3366
Sample 3477: Avg Confidence = 2.8750
Sample 3478: Avg Confidence = 1.7424
Sample 3479: Avg Confidence = 2.7895
Sample 3480: Avg Confidence = 2.3205
Sample 3481: Avg Confidence = 1.7874
Sample 3482: Avg Confidence = 2.7753
Sample 3483: Avg Confidence = 3.1359
Sample 3484: Avg Confidence = 1.2576
Sample 3485: Avg Confidence = 4.1553
Sample 3486: Avg Confidence = 2.2942
Sample 3487: Avg Confidence = 4.2891
Sample 3488: Avg Confidence = 2.5035
Sample 3489: Avg Confidence = 3.0019
Sample 3490: Avg Confidence = 2.0593
Sample 3491: Avg Confidence = 2.1469
Sample 3492: Avg Confidence = 2.5918
Sample 3493: Avg Confidence = 2.3747
Sample 3494: Avg Confidence = 2.0522
Sample 3495: Avg Confidence = 3.5929
Sample 3496: Avg Confidence = 3.3674
Sample 3497: Avg Confidence = 1.0279
Sample 3498: Avg Confidence = 1.4231
Sample 3499: Avg Confidence = 2.2916
Sample 3500: Avg Confidence = 2.4520
Sample 3501: Avg Confidence = 2.8953
Sample 3502: Avg Confidence = 1.7180
Sample 3503: Avg Confidence = 2.2237
Sample 3504: Avg Confidence = 2.5111
Sample 3505: Avg Confidence = 2.8862
Sample 3506: Avg Confidence = 2.5221
Sample 3507: Avg Confidence = 1.7031
Sample 3508: Avg Confidence = 1.8257
Sample 3509: Avg Confidence = 5.5621
Sample 3510: Avg Confidence = 4.3356
Sample 3511: Avg Confidence = 1.2775
Sample 3512: Avg Confidence = 0.6017
Sample 3513: Avg Confidence = 2.3317
Sample 3514: Avg Confidence = 1.7679
Sample 3515: Avg Confidence = 3.9550
Sample 3516: Avg Confidence = 1.7601
Sample 3517: Avg Confidence = 1.7885
Sample 3518: Avg Confidence = 2.1505
Sample 3519: Avg Confidence = 3.1229
Sample 3520: Avg Confidence = 1.8165
Sample 3521: Avg Confidence = 1.6206
Sample 3522: Avg Confidence = 3.4617
Sample 3523: Avg Confidence = 2.6918
Sample 3524: Avg Confidence = 2.9524
Sample 3525: Avg Confidence = 2.9727
Sample 3526: Avg Confidence = 2.3407
Sample 3527: Avg Confidence = 2.3158
Sample 3528: Avg Confidence = 3.3876
Sample 3529: Avg Confidence = 3.4888
Sample 3530: Avg Confidence = 1.7843
Sample 3531: Avg Confidence = 1.7446
Sample 3532: Avg Confidence = 2.8659
Sample 3533: Avg Confidence = 1.5818
Sample 3534: Avg Confidence = 1.4781
Sample 3535: Avg Confidence = 5.1391
Sample 3536: Avg Confidence = 0.6126
Sample 3537: Avg Confidence = 1.8288
Sample 3538: Avg Confidence = 3.0635
Sample 3539: Avg Confidence = 2.9895
Sample 3540: Avg Confidence = 3.8176
Sample 3541: Avg Confidence = 2.1383
Sample 3542: Avg Confidence = 6.6085
Sample 3543: Avg Confidence = 2.3746
Sample 3544: Avg Confidence = 2.4932
Sample 3545: Avg Confidence = 2.9843
Sample 3546: Avg Confidence = 4.0550
Sample 3547: Avg Confidence = 2.0182
Sample 3548: Avg Confidence = 1.3375
Sample 3549: Avg Confidence = 1.9984
Sample 3550: Avg Confidence = 1.6660
Sample 3551: Avg Confidence = 4.2518
Sample 3552: Avg Confidence = 3.9518
Sample 3553: Avg Confidence = 1.3939
Sample 3554: Avg Confidence = 2.0096
Sample 3555: Avg Confidence = 2.0504
Sample 3556: Avg Confidence = 1.1868
Sample 3557: Avg Confidence = 2.6182
Sample 3558: Avg Confidence = 2.5630
Sample 3559: Avg Confidence = 1.1129
Sample 3560: Avg Confidence = 2.4919
Sample 3561: Avg Confidence = 4.7889
Sample 3562: Avg Confidence = 2.1876
Sample 3563: Avg Confidence = 2.2788
Sample 3564: Avg Confidence = 3.1267
Sample 3565: Avg Confidence = 0.9211
Sample 3566: Avg Confidence = 3.7802
Sample 3567: Avg Confidence = 1.9912
Sample 3568: Avg Confidence = 4.5830
Sample 3569: Avg Confidence = 2.2651
Sample 3570: Avg Confidence = 1.7797
Sample 3571: Avg Confidence = 3.9036
Sample 3572: Avg Confidence = 3.7059
Sample 3573: Avg Confidence = 1.9645
Sample 3574: Avg Confidence = 1.6025
Sample 3575: Avg Confidence = 2.1371
Sample 3576: Avg Confidence = 2.5007
Sample 3577: Avg Confidence = 2.1875
Sample 3578: Avg Confidence = 3.3072
Sample 3579: Avg Confidence = 2.4166
Sample 3580: Avg Confidence = 1.8257
Sample 3581: Avg Confidence = 3.2280
Sample 3582: Avg Confidence = 3.1437
Sample 3583: Avg Confidence = 0.7835
Sample 3584: Avg Confidence = 1.8634
Sample 3585: Avg Confidence = 1.9120
Sample 3586: Avg Confidence = 2.4146
Sample 3587: Avg Confidence = 1.7459
Sample 3588: Avg Confidence = 2.1373
Sample 3589: Avg Confidence = 1.3632
Sample 3590: Avg Confidence = 3.3867
Sample 3591: Avg Confidence = 1.9857
Sample 3592: Avg Confidence = 2.1779
Sample 3593: Avg Confidence = 1.5736
Sample 3594: Avg Confidence = 2.4857
Sample 3595: Avg Confidence = 4.1929
Sample 3596: Avg Confidence = 2.2823
Sample 3597: Avg Confidence = 3.4413
Sample 3598: Avg Confidence = 2.1701
Sample 3599: Avg Confidence = 2.1589
Sample 3600: Avg Confidence = 1.4160
Sample 3601: Avg Confidence = 3.1424
Sample 3602: Avg Confidence = 1.5446
Sample 3603: Avg Confidence = 1.5603
Sample 3604: Avg Confidence = 1.8295
Sample 3605: Avg Confidence = 1.8661
Sample 3606: Avg Confidence = 1.6998
Sample 3607: Avg Confidence = 2.5754
Sample 3608: Avg Confidence = 1.1503
Sample 3609: Avg Confidence = 2.3578
Sample 3610: Avg Confidence = 2.9864
Sample 3611: Avg Confidence = 3.8701
Sample 3612: Avg Confidence = 4.5115
Sample 3613: Avg Confidence = 2.2032
Sample 3614: Avg Confidence = 3.3554
Sample 3615: Avg Confidence = 2.8480
Sample 3616: Avg Confidence = 4.3179
Sample 3617: Avg Confidence = 2.8910
Sample 3618: Avg Confidence = 4.8145
Sample 3619: Avg Confidence = 1.5988
Sample 3620: Avg Confidence = 2.1040
Sample 3621: Avg Confidence = 2.5259
Sample 3622: Avg Confidence = 1.8382
Sample 3623: Avg Confidence = 3.1162
Sample 3624: Avg Confidence = 1.7964
Sample 3625: Avg Confidence = 3.4121
Sample 3626: Avg Confidence = 1.6341
Sample 3627: Avg Confidence = 0.6602
Sample 3628: Avg Confidence = 1.8275
Sample 3629: Avg Confidence = 2.9217
Sample 3630: Avg Confidence = 2.0763
Sample 3631: Avg Confidence = 1.2226
Sample 3632: Avg Confidence = 2.9770
Sample 3633: Avg Confidence = 2.5894
Sample 3634: Avg Confidence = 2.4309
Sample 3635: Avg Confidence = 3.7756
Sample 3636: Avg Confidence = 1.9005
Sample 3637: Avg Confidence = 1.3464
Sample 3638: Avg Confidence = 4.2551
Sample 3639: Avg Confidence = 1.7591
Sample 3640: Avg Confidence = 3.0977
Sample 3641: Avg Confidence = 6.7127
Sample 3642: Avg Confidence = 3.6131
Sample 3643: Avg Confidence = 1.4048
Sample 3644: Avg Confidence = 1.6104
Sample 3645: Avg Confidence = 6.0559
Sample 3646: Avg Confidence = 1.8471
Sample 3647: Avg Confidence = 2.2342
Sample 3648: Avg Confidence = 2.8404
Sample 3649: Avg Confidence = 3.4405
Sample 3650: Avg Confidence = 4.2250
Sample 3651: Avg Confidence = 2.6152
Sample 3652: Avg Confidence = 1.6814
Sample 3653: Avg Confidence = 4.0535
Sample 3654: Avg Confidence = 4.0164
Sample 3655: Avg Confidence = 2.6121
Sample 3656: Avg Confidence = 3.9551
Sample 3657: Avg Confidence = 3.7971
Sample 3658: Avg Confidence = 3.8821
Sample 3659: Avg Confidence = 2.3385
Sample 3660: Avg Confidence = 1.8555
Sample 3661: Avg Confidence = 1.7799
Sample 3662: Avg Confidence = 6.6784
Sample 3663: Avg Confidence = 1.5111
Sample 3664: Avg Confidence = 3.5406
Sample 3665: Avg Confidence = 3.1079
Sample 3666: Avg Confidence = 1.0591
Sample 3667: Avg Confidence = 2.7324
Sample 3668: Avg Confidence = 2.1572
Sample 3669: Avg Confidence = 3.9475
Sample 3670: Avg Confidence = 3.0991
Sample 3671: Avg Confidence = 4.1933
Sample 3672: Avg Confidence = 2.6614
Sample 3673: Avg Confidence = 1.7290
Sample 3674: Avg Confidence = 2.6595
Sample 3675: Avg Confidence = 1.7021
Sample 3676: Avg Confidence = 3.6470
Sample 3677: Avg Confidence = 3.0109
Sample 3678: Avg Confidence = 2.8699
Sample 3679: Avg Confidence = 3.4458
Sample 3680: Avg Confidence = 4.3661
Sample 3681: Avg Confidence = 0.8951
Sample 3682: Avg Confidence = 3.0330
Sample 3683: Avg Confidence = 2.5319
Sample 3684: Avg Confidence = 2.8433
Sample 3685: Avg Confidence = 2.6869
Sample 3686: Avg Confidence = 3.9385
Sample 3687: Avg Confidence = 0.8437
Sample 3688: Avg Confidence = 1.7767
Sample 3689: Avg Confidence = 2.2208
Sample 3690: Avg Confidence = 1.9556
Sample 3691: Avg Confidence = 3.8614
Sample 3692: Avg Confidence = 3.3267
Sample 3693: Avg Confidence = 4.8684
Sample 3694: Avg Confidence = 1.8933
Sample 3695: Avg Confidence = 4.2726
Sample 3696: Avg Confidence = 3.9981
Sample 3697: Avg Confidence = 1.6558
Sample 3698: Avg Confidence = 2.8424
Sample 3699: Avg Confidence = 2.5497
Sample 3700: Avg Confidence = 3.8309
Sample 3701: Avg Confidence = 3.9592
Sample 3702: Avg Confidence = 1.7972
Sample 3703: Avg Confidence = 2.2687
Sample 3704: Avg Confidence = 2.1532
Sample 3705: Avg Confidence = 2.2934
Sample 3706: Avg Confidence = 3.5800
Sample 3707: Avg Confidence = 3.4317
Sample 3708: Avg Confidence = 2.7126
Sample 3709: Avg Confidence = 3.3835
Sample 3710: Avg Confidence = 2.0428
Sample 3711: Avg Confidence = 1.2260
Sample 3712: Avg Confidence = 1.0939
Sample 3713: Avg Confidence = 2.9098
Sample 3714: Avg Confidence = 2.6656
Sample 3715: Avg Confidence = 3.4029
Sample 3716: Avg Confidence = 2.1743
Sample 3717: Avg Confidence = 7.5369
Sample 3718: Avg Confidence = 3.2401
Sample 3719: Avg Confidence = 2.9538
Sample 3720: Avg Confidence = 2.7799
Sample 3721: Avg Confidence = 2.4862
Sample 3722: Avg Confidence = 4.0062
Sample 3723: Avg Confidence = 2.1076
Sample 3724: Avg Confidence = 4.0360
Sample 3725: Avg Confidence = 4.2981
Sample 3726: Avg Confidence = 1.3694
Sample 3727: Avg Confidence = 1.1422
Sample 3728: Avg Confidence = 3.0563
Sample 3729: Avg Confidence = 1.9280
Sample 3730: Avg Confidence = 1.5582
Sample 3731: Avg Confidence = 2.0048
Sample 3732: Avg Confidence = 2.4874
Sample 3733: Avg Confidence = 2.0235
Sample 3734: Avg Confidence = 2.2817
Sample 3735: Avg Confidence = 2.1511
Sample 3736: Avg Confidence = 3.8632
Sample 3737: Avg Confidence = 3.7629
Sample 3738: Avg Confidence = 2.1924
Sample 3739: Avg Confidence = 1.7707
Sample 3740: Avg Confidence = 1.9000
Sample 3741: Avg Confidence = 2.3663
Sample 3742: Avg Confidence = 4.6994
Sample 3743: Avg Confidence = 3.1141
Sample 3744: Avg Confidence = 3.3377
Sample 3745: Avg Confidence = 1.7703
Sample 3746: Avg Confidence = 1.4485
Sample 3747: Avg Confidence = 3.2103
Sample 3748: Avg Confidence = 1.4549
Sample 3749: Avg Confidence = 4.0407
Sample 3750: Avg Confidence = 1.2356
Sample 3751: Avg Confidence = 0.2862
Sample 3752: Avg Confidence = 1.4373
Sample 3753: Avg Confidence = 2.7813
Sample 3754: Avg Confidence = 3.3021
Sample 3755: Avg Confidence = 2.5173
Sample 3756: Avg Confidence = 2.5632
Sample 3757: Avg Confidence = 4.6685
Sample 3758: Avg Confidence = 3.8545
Sample 3759: Avg Confidence = 3.8442
Sample 3760: Avg Confidence = 2.2123
Sample 3761: Avg Confidence = 2.4198
Sample 3762: Avg Confidence = 0.9086
Sample 3763: Avg Confidence = 1.1780
Sample 3764: Avg Confidence = 2.1443
Sample 3765: Avg Confidence = 6.2117
Sample 3766: Avg Confidence = 1.7820
Sample 3767: Avg Confidence = 1.4559
Sample 3768: Avg Confidence = 3.3036
Sample 3769: Avg Confidence = 3.3785
Sample 3770: Avg Confidence = 1.5413
Sample 3771: Avg Confidence = 2.3033
Sample 3772: Avg Confidence = 1.7543
Sample 3773: Avg Confidence = 2.6910
Sample 3774: Avg Confidence = 1.9169
Sample 3775: Avg Confidence = 1.9587
Sample 3776: Avg Confidence = 3.8779
Sample 3777: Avg Confidence = 1.4230
Sample 3778: Avg Confidence = 3.2333
Sample 3779: Avg Confidence = 3.4553
Sample 3780: Avg Confidence = 2.3715
Sample 3781: Avg Confidence = 1.2792
Sample 3782: Avg Confidence = 3.1519
Sample 3783: Avg Confidence = 2.0396
Sample 3784: Avg Confidence = 2.5346
Sample 3785: Avg Confidence = 2.5513
Sample 3786: Avg Confidence = 3.3575
Sample 3787: Avg Confidence = 1.9217
Sample 3788: Avg Confidence = 2.1210
Sample 3789: Avg Confidence = 0.9530
Sample 3790: Avg Confidence = 2.0536
Sample 3791: Avg Confidence = 3.9530
Sample 3792: Avg Confidence = 1.9857
Sample 3793: Avg Confidence = 1.8545
Sample 3794: Avg Confidence = 1.3689
Sample 3795: Avg Confidence = 2.1528
Sample 3796: Avg Confidence = 2.7926
Sample 3797: Avg Confidence = 1.2210
Sample 3798: Avg Confidence = 1.2901
Sample 3799: Avg Confidence = 3.0741
Sample 3800: Avg Confidence = 1.9681
Sample 3801: Avg Confidence = 0.5815
Sample 3802: Avg Confidence = 1.1682
Sample 3803: Avg Confidence = 1.1815
Sample 3804: Avg Confidence = 1.7556
Sample 3805: Avg Confidence = 1.3032
Sample 3806: Avg Confidence = 1.6496
Sample 3807: Avg Confidence = 2.9496
Sample 3808: Avg Confidence = 3.3480
Sample 3809: Avg Confidence = 2.6441
Sample 3810: Avg Confidence = 0.8061
Sample 3811: Avg Confidence = 0.9591
Sample 3812: Avg Confidence = 2.8630
Sample 3813: Avg Confidence = 3.4992
Sample 3814: Avg Confidence = 1.8317
Sample 3815: Avg Confidence = 3.8407
Sample 3816: Avg Confidence = 2.3601
Sample 3817: Avg Confidence = 1.7306
Sample 3818: Avg Confidence = 1.4894
Sample 3819: Avg Confidence = 3.7029
Sample 3820: Avg Confidence = 3.1629
Sample 3821: Avg Confidence = 4.4715
Sample 3822: Avg Confidence = 3.3077
Sample 3823: Avg Confidence = 2.4958
Sample 3824: Avg Confidence = 2.3466
Sample 3825: Avg Confidence = 2.5374
Sample 3826: Avg Confidence = 2.8557
Sample 3827: Avg Confidence = 2.8725
Sample 3828: Avg Confidence = 3.1341
Sample 3829: Avg Confidence = 2.6615
Sample 3830: Avg Confidence = 3.6063
Sample 3831: Avg Confidence = 2.6587
Sample 3832: Avg Confidence = 4.0937
Sample 3833: Avg Confidence = 2.0821
Sample 3834: Avg Confidence = 1.8105
Sample 3835: Avg Confidence = 3.2071
Sample 3836: Avg Confidence = 3.8555
Sample 3837: Avg Confidence = 4.1361
Sample 3838: Avg Confidence = 3.4531
Sample 3839: Avg Confidence = 2.7284
Sample 3840: Avg Confidence = 0.7100
Sample 3841: Avg Confidence = 1.8643
Sample 3842: Avg Confidence = 2.8331
Sample 3843: Avg Confidence = 2.5310
Sample 3844: Avg Confidence = 1.5940
Sample 3845: Avg Confidence = 1.9633
Sample 3846: Avg Confidence = 1.6172
Sample 3847: Avg Confidence = 2.5714
Sample 3848: Avg Confidence = 2.4498
Sample 3849: Avg Confidence = 2.1336
Sample 3850: Avg Confidence = 0.4611
Sample 3851: Avg Confidence = 1.6032
Sample 3852: Avg Confidence = 1.3571
Sample 3853: Avg Confidence = 2.9629
Sample 3854: Avg Confidence = 1.5715
Sample 3855: Avg Confidence = 2.9164
Sample 3856: Avg Confidence = 1.8654
Sample 3857: Avg Confidence = 3.1413
Sample 3858: Avg Confidence = 3.1391
Sample 3859: Avg Confidence = 4.9650
Sample 3860: Avg Confidence = 2.1819
Sample 3861: Avg Confidence = 2.3342
Sample 3862: Avg Confidence = 2.8181
Sample 3863: Avg Confidence = 2.2896
Sample 3864: Avg Confidence = 2.8225
Sample 3865: Avg Confidence = 1.8958
Sample 3866: Avg Confidence = 2.1871
Sample 3867: Avg Confidence = 0.9848
Sample 3868: Avg Confidence = 2.6868
Sample 3869: Avg Confidence = 2.8830
Sample 3870: Avg Confidence = 3.1759
Sample 3871: Avg Confidence = 3.4799
Sample 3872: Avg Confidence = 3.8922
Sample 3873: Avg Confidence = 3.3488
Sample 3874: Avg Confidence = 2.4835
Sample 3875: Avg Confidence = 4.4197
Sample 3876: Avg Confidence = 1.7950
Sample 3877: Avg Confidence = 1.8850
Sample 3878: Avg Confidence = 2.2904
Sample 3879: Avg Confidence = 5.4517
Sample 3880: Avg Confidence = 3.3094
Sample 3881: Avg Confidence = 3.3515
Sample 3882: Avg Confidence = 2.2114
Sample 3883: Avg Confidence = 2.1714
Sample 3884: Avg Confidence = 2.2742
Sample 3885: Avg Confidence = 2.0221
Sample 3886: Avg Confidence = 1.9574
Sample 3887: Avg Confidence = 1.3380
Sample 3888: Avg Confidence = 1.6406
Sample 3889: Avg Confidence = 2.4967
Sample 3890: Avg Confidence = 0.9558
Sample 3891: Avg Confidence = 3.2201
Sample 3892: Avg Confidence = 3.0546
Sample 3893: Avg Confidence = 3.5985
Sample 3894: Avg Confidence = 2.2208
Sample 3895: Avg Confidence = 1.6593
Sample 3896: Avg Confidence = 4.3773
Sample 3897: Avg Confidence = 4.8075
Sample 3898: Avg Confidence = 3.0250
Sample 3899: Avg Confidence = 2.8043
Sample 3900: Avg Confidence = 3.0847
Sample 3901: Avg Confidence = 2.5894
Sample 3902: Avg Confidence = 2.4011
Sample 3903: Avg Confidence = 2.0412
Sample 3904: Avg Confidence = 1.4566
Sample 3905: Avg Confidence = 1.2792
Sample 3906: Avg Confidence = 2.5301
Sample 3907: Avg Confidence = 2.0052
Sample 3908: Avg Confidence = 2.1225
Sample 3909: Avg Confidence = 1.9941
Sample 3910: Avg Confidence = 1.5323
Sample 3911: Avg Confidence = 4.4115
Sample 3912: Avg Confidence = 1.9918
Sample 3913: Avg Confidence = 4.0193
Sample 3914: Avg Confidence = 4.1500
Sample 3915: Avg Confidence = 3.0477
Sample 3916: Avg Confidence = 4.8277
Sample 3917: Avg Confidence = 2.5610
Sample 3918: Avg Confidence = 1.9448
Sample 3919: Avg Confidence = 2.8298
Sample 3920: Avg Confidence = 2.0479
Sample 3921: Avg Confidence = 0.8951
Sample 3922: Avg Confidence = 3.0694
Sample 3923: Avg Confidence = 1.7790
Sample 3924: Avg Confidence = 1.7335
Sample 3925: Avg Confidence = 3.6539
Sample 3926: Avg Confidence = 2.2091
Sample 3927: Avg Confidence = 3.5288
Sample 3928: Avg Confidence = 1.5794
Sample 3929: Avg Confidence = 3.4637
Sample 3930: Avg Confidence = 2.1678
Sample 3931: Avg Confidence = 2.4322
Sample 3932: Avg Confidence = 5.4616
Sample 3933: Avg Confidence = 1.9846
Sample 3934: Avg Confidence = 1.3302
Sample 3935: Avg Confidence = 2.1427
Sample 3936: Avg Confidence = 2.2509
Sample 3937: Avg Confidence = 1.0611
Sample 3938: Avg Confidence = 2.1897
Sample 3939: Avg Confidence = 3.8404
Sample 3940: Avg Confidence = 5.1132
Sample 3941: Avg Confidence = 1.4761
Sample 3942: Avg Confidence = 2.1483
Sample 3943: Avg Confidence = 1.9829
Sample 3944: Avg Confidence = 3.2566
Sample 3945: Avg Confidence = 2.9896
Sample 3946: Avg Confidence = 1.6692
Sample 3947: Avg Confidence = 1.4332
Sample 3948: Avg Confidence = 2.3864
Sample 3949: Avg Confidence = 1.0064
Sample 3950: Avg Confidence = 2.9440
Sample 3951: Avg Confidence = 2.0192
Sample 3952: Avg Confidence = 4.9526
Sample 3953: Avg Confidence = 0.9827
Sample 3954: Avg Confidence = 2.0998
Sample 3955: Avg Confidence = 1.8263
Sample 3956: Avg Confidence = 4.2822
Sample 3957: Avg Confidence = 4.0803
Sample 3958: Avg Confidence = 1.9388
Sample 3959: Avg Confidence = 3.1079
Sample 3960: Avg Confidence = 2.7659
Sample 3961: Avg Confidence = 2.1654
Sample 3962: Avg Confidence = 0.7671
Sample 3963: Avg Confidence = 1.8300
Sample 3964: Avg Confidence = 2.1942
Sample 3965: Avg Confidence = 1.4153
Sample 3966: Avg Confidence = 2.3557
Sample 3967: Avg Confidence = 1.6221
Sample 3968: Avg Confidence = 0.9050
Sample 3969: Avg Confidence = 3.4060
Sample 3970: Avg Confidence = 2.5325
